best,average
38.0,25.528444444444446
39.333333333333336,27.497555555555564
40.233333333333334,28.941777777777776
41.56666666666667,30.18733333333333
41.96666666666667,31.202666666666662
42.63333333333333,32.41111111111111
43.43333333333333,33.59422222222222
43.96666666666667,35.10844444444445
44.666666666666664,36.46355555555556
45.46666666666667,38.041777777777774
46.06666666666667,39.436666666666675
46.86666666666667,40.55711111111111
47.43333333333333,41.84088888888889
48.36666666666667,43.09000000000002
49.03333333333333,44.42022222222222
49.56666666666667,45.55088888888888
50.2,46.51088888888888
50.63333333333333,47.352888888888884
51.1,48.169999999999995
51.63333333333333,48.909111111111116
52.06666666666667,49.73022222222223
52.36666666666667,50.258
52.666666666666664,50.76866666666667
53.13333333333333,51.19355555555556
53.4,51.63533333333333
53.666666666666664,52.058444444444454
53.766666666666666,52.51422222222222
54.06666666666667,52.95733333333333
54.36666666666667,53.29177777777779
54.46666666666667,53.52266666666666
54.8,53.730444444444444
55.0,53.96377777777777
55.233333333333334,54.217111111111116
55.333333333333336,54.480666666666686
55.36666666666667,54.711111111111116
55.5,54.90399999999999
55.63333333333333,55.046444444444454
55.9,55.22355555555557
55.96666666666667,55.360000000000014
56.166666666666664,55.481777777777786
56.233333333333334,55.65155555555556
56.36666666666667,55.82622222222222
56.43333333333333,55.956888888888905
56.56666666666667,56.0608888888889
56.666666666666664,56.1768888888889
56.666666666666664,56.293777777777784
56.8,56.424666666666674
56.86666666666667,56.50422222222223
56.96666666666667,56.59533333333334
57.06666666666667,56.65133333333335
57.1,56.71422222222223
57.233333333333334,56.7848888888889
57.266666666666666,56.86000000000002
57.36666666666667,56.95133333333334
57.46666666666667,57.05377777777779
57.53333333333333,57.161333333333346
57.733333333333334,57.23533333333334
57.9,57.29644444444446
57.93333333333333,57.38866666666667
58.1,57.48244444444444
58.1,57.624
58.13333333333333,57.74555555555556
58.166666666666664,57.864666666666686
58.166666666666664,57.98822222222224
58.3,58.05800000000001
58.333333333333336,58.09333333333335
58.4,58.135777777777776
58.46666666666667,58.16088888888889
58.63333333333333,58.231111111111126
58.7,58.27200000000001
58.766666666666666,58.353555555555566
58.8,58.424444444444454
58.9,58.5208888888889
58.93333333333333,58.62822222222223
59.0,58.695111111111125
59.03333333333333,58.789333333333346
59.13333333333333,58.82777777777778
59.13333333333333,58.88822222222224
59.166666666666664,58.94711111111113
59.2,58.99422222222222
59.233333333333334,59.03355555555557
59.266666666666666,59.08844444444445
59.333333333333336,59.1108888888889
59.333333333333336,59.152222222222235
59.36666666666667,59.191777777777794
59.5,59.22422222222223
59.53333333333333,59.26911111111113
59.53333333333333,59.30022222222223
59.53333333333333,59.320222222222235
59.6,59.38866666666669
59.6,59.43
59.6,59.48755555555557
59.666666666666664,59.49066666666668
59.666666666666664,59.52444444444446
59.7,59.54911111111114
59.7,59.5548888888889
59.7,59.58377777777779
59.733333333333334,59.60133333333336
59.766666666666666,59.634666666666696
59.86666666666667,59.65666666666669
59.86666666666667,59.6597777777778
59.86666666666667,59.69488888888891
59.86666666666667,59.727555555555575
59.86666666666667,59.768888888888895
59.86666666666667,59.8057777777778
60.0,59.81444444444446
60.13333333333333,59.81844444444447
60.166666666666664,59.82888888888889
60.233333333333334,59.84022222222224
60.3,59.92466666666668
60.3,59.995333333333356
60.3,60.07733333333335
60.3,60.12866666666667
60.333333333333336,60.17711111111112
60.333333333333336,60.222666666666676
60.333333333333336,60.24844444444446
60.43333333333333,60.25133333333335
60.46666666666667,60.27444444444447
60.5,60.29266666666669
60.5,60.30422222222223
60.5,60.3508888888889
60.56666666666667,60.4028888888889
60.56666666666667,60.420222222222236
60.56666666666667,60.432000000000016
60.56666666666667,60.472000000000016
60.56666666666667,60.503111111111124
60.56666666666667,60.5137777777778
60.56666666666667,60.50755555555557
60.56666666666667,60.51866666666668
60.56666666666667,60.51377777777779
60.56666666666667,60.498000000000026
60.56666666666667,60.51088888888891
60.56666666666667,60.508222222222244
60.56666666666667,60.50355555555556
60.6,60.51644444444446
60.666666666666664,60.50622222222224
60.666666666666664,60.524000000000015
60.666666666666664,60.51333333333334
60.733333333333334,60.535333333333355
60.733333333333334,60.56755555555557
60.766666666666666,60.5948888888889
60.766666666666666,60.63600000000002
60.8,60.65511111111112
60.8,60.69088888888891
60.833333333333336,60.71155555555556
60.833333333333336,60.73888888888891
60.833333333333336,60.74444444444446
60.833333333333336,60.75666666666669
60.9,60.766888888888914
60.9,60.78333333333335
60.96666666666667,60.77955555555557
60.96666666666667,60.78955555555557
60.96666666666667,60.826888888888895
61.0,60.85177777777779
61.03333333333333,60.881333333333345
61.1,60.905555555555566
61.1,60.918222222222234
61.1,60.9388888888889
61.13333333333333,60.973111111111116
61.13333333333333,61.014222222222244
61.166666666666664,61.04155555555557
61.166666666666664,61.062222222222246
61.166666666666664,61.065333333333356
61.2,61.065111111111115
61.2,61.0997777777778
61.2,61.10711111111112
61.2,61.123555555555576
61.233333333333334,61.124444444444485
61.266666666666666,61.13622222222224
61.266666666666666,61.143111111111125
61.266666666666666,61.135111111111115
61.266666666666666,61.15866666666669
61.266666666666666,61.19200000000001
61.266666666666666,61.20133333333336
61.266666666666666,61.22066666666669
61.3,61.21066666666669
61.333333333333336,61.1988888888889
61.333333333333336,61.20244444444446
61.36666666666667,61.20888888888889
61.4,61.24133333333335
61.4,61.26711111111112
61.43333333333333,61.282000000000025
61.46666666666667,61.307555555555574
61.5,61.340888888888905
61.56666666666667,61.35644444444446
61.56666666666667,61.374222222222244
61.56666666666667,61.39977777777779
61.56666666666667,61.44022222222224
61.63333333333333,61.496222222222244
61.63333333333333,61.496000000000016
61.63333333333333,61.51422222222223
61.666666666666664,61.53511111111113
61.666666666666664,61.554222222222236
61.666666666666664,61.56800000000002
61.666666666666664,61.57622222222223
61.666666666666664,61.60355555555557
61.7,61.609777777777786
61.7,61.61000000000002
61.7,61.61044444444446
61.7,61.61888888888891
61.7,61.6237777777778
61.7,61.6308888888889
61.733333333333334,61.629111111111115
61.766666666666666,61.627555555555574
61.8,61.6268888888889
61.8,61.661111111111126
61.86666666666667,61.69444444444446
61.9,61.70711111111112
61.9,61.72866666666668
61.93333333333333,61.753333333333345
61.93333333333333,61.77066666666669
61.93333333333333,61.806444444444466
61.93333333333333,61.8397777777778
61.93333333333333,61.84244444444447
61.93333333333333,61.874000000000024
61.93333333333333,61.87800000000003
61.93333333333333,61.87222222222224
61.96666666666667,61.87000000000001
61.96666666666667,61.874222222222244
61.96666666666667,61.88022222222224
61.96666666666667,61.88266666666668
61.96666666666667,61.89022222222224
61.96666666666667,61.91222222222223
62.0,61.90577777777779
62.0,61.895555555555575
62.0,61.91044444444446
62.0,61.91222222222225
62.0,61.921111111111124
62.0,61.93955555555557
62.0,61.94688888888889
62.0,61.95155555555558
62.03333333333333,61.94000000000001
62.03333333333333,61.95511111111114
62.03333333333333,61.94977777777779
62.03333333333333,61.94666666666669
62.03333333333333,61.95533333333334
62.03333333333333,61.978444444444456
62.03333333333333,61.976888888888915
62.03333333333333,61.980000000000025
62.06666666666667,61.98511111111113
62.06666666666667,61.98666666666668
62.1,61.97888888888891
62.1,61.988666666666695
62.1,62.006888888888895
62.1,62.00400000000002
62.1,62.0108888888889
62.1,62.032000000000004
62.1,62.024000000000015
62.1,62.036444444444456
62.1,62.03355555555558
62.13333333333333,62.03222222222224
62.13333333333333,62.040888888888915
62.13333333333333,62.043333333333365
62.166666666666664,62.05244444444447
62.166666666666664,62.069555555555574
62.166666666666664,62.07466666666667
62.166666666666664,62.09844444444446
62.166666666666664,62.095777777777805
62.166666666666664,62.11088888888891
62.166666666666664,62.11622222222225
62.233333333333334,62.100888888888896
62.233333333333334,62.09488888888891
62.266666666666666,62.114888888888906
62.266666666666666,62.11933333333335
62.3,62.13622222222223
62.3,62.16533333333334
62.3,62.1697777777778
62.3,62.20866666666667
62.3,62.22800000000002
62.3,62.240000000000016
62.3,62.240000000000016
62.3,62.2397777777778
62.3,62.23200000000001
62.3,62.24088888888891
62.3,62.25066666666668
62.3,62.24488888888891
62.3,62.223555555555556
62.3,62.24288888888891
62.3,62.23355555555558
62.3,62.24066666666669
62.3,62.235333333333344
62.3,62.24177777777779
62.3,62.24533333333334
62.333333333333336,62.23622222222225
62.36666666666667,62.240666666666684
62.36666666666667,62.25288888888891
62.36666666666667,62.23488888888891
62.36666666666667,62.26822222222223
62.36666666666667,62.27555555555556
62.36666666666667,62.299111111111124
62.36666666666667,62.31022222222223
62.36666666666667,62.313333333333354
62.36666666666667,62.298666666666676
62.36666666666667,62.30511111111114
62.36666666666667,62.310444444444464
62.36666666666667,62.30800000000002
62.36666666666667,62.28866666666668
62.4,62.310666666666705
62.4,62.30711111111113
62.43333333333333,62.29600000000002
